Iban source,Amount,Transaction type,Company Name
EE850066005906033104,415.05,payment,Koss  Krajcik and Olson
DE45570095312140013444,267.35,payment,Morissette - Padberg
RS73895090099900495005,631.28,deposit,Nienow  Breitenberg and Schowalter
CR5564705129070100988,353.74,invoice,Hegmann Group
MK867848EX692X90848,608.00,deposit,Ullrich  Will and Breitenberg
PL18544556725031300652200138,530.23,deposit,Feeney  Swaniawski and Howe
XK500618005053602622,135.58,invoice,Corkery - McDermott
AZ870O2630790086260090203852,797.56,payment,Wehner - Keeling
DK5550039600106087,503.93,invoice,Homenick and Sons
NL60RSBE0090073778,544.02,deposit,Roob  Hayes and Barton
FI1143981690209034,66.18,payment,Eichmann LLC
LV38CNQK644X0K3025XCQ,341.02,payment,Kirlin Inc
TL020033097609007500614,841.47,invoice,Kertzmann Inc
AE492260030020084293162,5.85,payment,Paucek  Schulist and Conroy
GR69006028553GK238HA6769597,11.22,deposit,Blick - Harber
ME50078399323108700557,61.70,deposit,Auer - Schowalter
HU19234060083500600464772099,10.71,withdrawal,Schneider  Konopelski and Ritchie
CH940021672568149N820,382.49,payment,Kemmer - Block
LV90NWXTO17578J847250,594.55,deposit,Kihn  Kohler and Greenholt
PS78MS8U604600992700900120624,782.99,withdrawal,Jones Group
BE14380025007010,285.04,deposit,Fahey - Schimmel
RO11RIGI66K30VH879818K6I,1.22,withdrawal,Kemmer Group
HU46280684537720090700890082,506.23,withdrawal,Legros - Greenholt
PT62066070030075721767009,991.35,payment,Kuhlman Inc
IT02B5864009061T325H7E9497G,630.49,deposit,Wiegand - Green
CR7402387683041050164,828.49,withdrawal,Cormier  Considine and Jenkins
XK650267501370050503,828.13,invoice,Koepp Group
GT2089N10396J803376D47680S47,427.03,deposit,Hermiston  Williamson and Waters
GL5919960012007003,573.04,withdrawal,Osinski Group
BG22JAZN890708219N9863,347.52,invoice,Johns - Gaylord
KZ39001AC05570D4Y66W,664.12,invoice,Keebler - Bergstrom
HR5738004212940024302,297.83,deposit,Shanahan and Sons
TN6625671750700703610017,536.35,withdrawal,West - Krajcik
LU028226TF386206T501,219.68,withdrawal,Torp  Cremin and Schroeder
HU04906003139119843006003712,493.30,withdrawal,Braun  Morar and Hansen
NL64BOEI6000200950,840.24,invoice,Mitchell  O'Conner and Gleichner
GB61GDYW98009606990029,232.35,invoice,Rutherford - Sanford
NO9723421001277,567.70,withdrawal,Littel and Sons
RS76536828230070601675,579.20,invoice,Ullrich - Spencer
IS750317928805502400990564,45.02,deposit,Wehner - Hirthe
AT809793638000604594,85.08,deposit,Walsh  Howell and Jaskolski
QA08JAAQS42C18233690335750EK6,21.55,deposit,Kshlerin  Dach and Hansen
QA69YHTG4226TN940809I22357K45,670.54,withdrawal,Schoen - Becker
GB78FVLB27025199511154,716.40,payment,Wilkinson - Marquardt
SI50500796230880601,530.93,deposit,Schaden - Stoltenberg
LU140044T2W5U6G45373,999.69,invoice,Beier - Crooks
MT86HVXQ074802S02TLG46733054130,207.04,payment,Muller Group
BE74856600201007,674.70,withdrawal,Heidenreich  Stracke and Gutkowski
ES8784006421916207008004,527.74,withdrawal,O'Reilly - Rohan
DE44620010624921000936,781.09,withdrawal,Reynolds - Sauer
RS48001002400735450207,342.74,withdrawal,Olson Inc
CR6573107009940024272,316.34,deposit,Cronin  Weber and Schneider
CY3015055482S666F943N6MS7330,557.82,invoice,Blick - Adams
IL746008700005157060063,533.81,withdrawal,Durgan  Brakus and Strosin
IT17X0029613249279W61UZ9501,796.70,invoice,Gusikowski Inc
PT74510125802005053667139,905.73,payment,Morar  Mueller and Stehr
AZ25MT2751180300131005383083,71.47,payment,Aufderhar Group
PS948790633908066509300850679,453.32,deposit,Steuber  Harvey and Kunze
GL8906240005090079,595.25,invoice,Swift and Sons
PK0433E06182019305323120,893.30,withdrawal,Rutherford  Will and Mraz
IS320110088007008300320093,971.89,invoice,Lemke - Durgan
SK2742010073011300094101,478.29,withdrawal,Schoen  Dickens and Luettgen
AL040217743159689208L1V20C4N,380.80,withdrawal,Beer - Casper
AL8380206696964519251193O965,564.66,withdrawal,Haley - Feest
ES1205417600464008071082,660.01,deposit,Rippin Inc
FO9703960080080070,389.68,withdrawal,Schmeler  Kassulke and Price
XK033799062430500880,373.97,payment,Deckow Group
AL80224008148093226732U06626,609.95,payment,Volkman  Bogan and Beatty
QA61JKNO592445F71341364044860,70.35,withdrawal,Ryan LLC
BH87EAVW01O6CE00V8C78Q,718.34,payment,Hessel - Hirthe
AZ83983812257230507944591067,815.41,deposit,Roberts LLC
RO62CCJS1Y447050ICZ7797U,565.32,payment,Abshire  Lockman and Watsica
GI23BHPG07G09809041295W,675.12,payment,Dach and Sons
DE59807193016000850909,42.22,payment,Hettinger Group
GB18GNTQ77000700800306,834.85,withdrawal,Mills - Kilback
RS54008568127024001920,573.04,payment,Carroll  Glover and Berge
BH95EIVY24T81I79590L03,964.28,withdrawal,Gleason  Batz and Kulas
DO49JUQW60896009300901210069,923.82,invoice,Kutch and Sons
SK8313193100482702004610,953.77,invoice,Bergnaum  Bechtelar and Gaylord
MC0600795037282T5250X162050,317.60,payment,Adams - Sawayn
VG928Y570773060740010410,864.68,withdrawal,Kohler  Runte and Abshire
AE600460051020940031254,311.32,invoice,Shanahan Inc
TN0500789070023400506001,203.60,deposit,Kunze  Emard and Anderson
BG41MZLJ0013831104814S,716.19,invoice,Morar - Baumbach
LU139588T30T0961776B,725.15,payment,Lowe - Funk
SM93F900411099539X766Z48980,585.14,withdrawal,Hills - Fadel
BA760800750070539941,280.23,invoice,O'Keefe - Fay
IE10B81431527207400036,189.66,payment,Murray  Ortiz and Waelchi
SM90M08208550677Q26BB0R6872,442.64,invoice,Hickle Inc
FR214221319032C149S7984P615,474.97,payment,Bayer  Zboncak and Beier
VG4724410030555380704005,603.51,deposit,Walsh  Cummerata and O'Reilly
DO52AQCE85051581004562300658,709.16,payment,Beatty  Schulist and Kilback
AZ19X83106807500440016200473,933.31,withdrawal,Cormier  Nienow and Cole
SM21O2006959005J79748K211M6,318.46,invoice,Jacobson  Cruickshank and McKenzie
LT550029700970050193,995.60,deposit,Corwin and Sons
MD7953EM9759808J61252B10,193.17,invoice,Mills - Emard
SI60025431051005540,654.74,payment,Yundt  Monahan and Spencer
TL316357006435980859695,938.99,deposit,Altenwerth  Feeney and Welch
HR4884042007040508149,686.13,invoice,Satterfield - Gleason
DK5400190424212207,508.29,withdrawal,King Group
ES4206016955655004000827,57.83,withdrawal,Hane  Dach and Jast
RO41JMDX8F7386B1286278L9,301.58,deposit,Schroeder - Towne
CH24004731600B6216404,88.65,payment,Veum  Mertz and McCullough
IE06351800776488002733,699.12,withdrawal,Mosciski - Hamill
RO42OTMCQ12SR5H8543P1760,999.35,withdrawal,Volkman  Denesik and Batz
IE291DF686001980094185,223.40,invoice,Wyman  Morissette and Cartwright
TN6189642203051905502238,782.56,deposit,Russel - Shanahan
CY15856002537907P046FV215H45,904.39,payment,Hirthe  Block and Hackett
DO21HXZN35900078660400921055,214.36,withdrawal,Bogisich - Carter
AD327009700636730X16290O,348.83,withdrawal,Ryan - O'Conner
GI47KOTJ720562342K00097,762.67,withdrawal,Hickle Group
CZ9410440270320991460239,166.34,deposit,Koss Group
RS66545003060084800780,68.53,withdrawal,Hoeger  Vandervort and Boehm
MC400538004529P940352697478,40.54,invoice,Swaniawski  Cremin and Walker
FO6200681695108845,800.54,invoice,Sawayn  Lynch and Blanda
CH650769568D354967000,589.73,withdrawal,Rogahn - Bahringer
TN3361709409089100582008,458.21,invoice,Schamberger Inc
NO0290830035159,289.39,invoice,Weissnat  Lang and Pagac
MD43DK5SE35JL47KRB741056,181.12,withdrawal,Ritchie - Mueller
MD849H3445500979981X8RA6,516.79,payment,Bahringer Inc
MU05WDYO0538040560167002934ROG,599.88,payment,Mohr  Nolan and Rau
BH18AILNV90D35H406JAP7,468.56,deposit,Lemke Inc
ES0589208417682848034929,172.27,withdrawal,Medhurst - Prosacco
MT98BNPY9600373PTJ1803010071747,521.46,invoice,Nienow and Sons
SM20X0559300287126N51S4B576,643.26,invoice,Vandervort - Graham
ES8568060576946296709684,485.94,deposit,Yundt - Ernser
AZ60103031231479773590140167,573.25,invoice,Goodwin Group
LV64HBIQ2143140826847,137.91,withdrawal,Rau Inc
PT14003116237760011100056,416.44,invoice,Feest - Fritsch
LI4000166095567M255Z0,254.25,deposit,Langworth Group
GL5850180200200157,248.29,payment,Spinka - Okuneva
GB52RGGO80023269006904,690.45,payment,Dibbert  Waters and Paucek
IE08079600530100450013,184.70,invoice,Bogan Inc
DO47DZOV50050200020020505071,227.74,invoice,Smith and Sons
SI76696771508457150,944.71,withdrawal,Von - Abshire
LB84785373912L152937VH2P9429,502.10,withdrawal,Cole  Parisian and Mann
LI331071378NS23856B17,306.18,invoice,Haley  Rohan and Kris
DK8110450090010415,505.65,payment,Kirlin - Waelchi
HR4237100553009463070,192.95,withdrawal,Lowe - Fay
IS683100043760900120012612,150.48,payment,Raynor - Schamberger
MT18QZEV31024XU3H122L8TP1Z25616,428.84,deposit,Deckow LLC
SI71080638050306078,698.86,payment,Franecki and Sons
ME86154018140123603307,834.72,payment,Miller  Reynolds and Goldner
HU39531019400343725705230036,469.51,invoice,Kessler  Cremin and Sauer
SE4201140063410525701373,631.83,withdrawal,Hagenes - Bergstrom
BE98964087636002,148.10,invoice,Lebsack  Schamberger and Roberts
JO31JBUF3014011550013085009050,895.04,invoice,Hartmann  Cormier and Keebler
DK9030250084100993,495.62,withdrawal,Watsica  Hilll and Schamberger
DE83268300115089700653,91.24,invoice,Russel  Nienow and Brakus
LV61VJDZ9914W1308568F,50.29,payment,Hamill - Schumm
MD97QVQ1K16D349U5V795872,361.74,payment,Fritsch - Satterfield
GR910239566861485U944897660,28.65,deposit,Wolf  Mitchell and Sanford
MK6226665PA20K04882,407.22,deposit,Schmeler LLC
AD38044180043488W0776391,219.59,deposit,Larson Group
AZ29333949400807640820959105,231.87,withdrawal,Conn  Metz and Hand
GE288P0048802600906008,672.07,withdrawal,Mills  Mueller and Steuber
SK6360191350053505081032,231.78,invoice,McDermott  Abshire and White
CH17030287J2186U2L392,533.57,deposit,Smitham LLC
LB047507G17578F44W6B57KX4456,318.96,withdrawal,Pacocha Inc
AL72100206377328415J507182C6,678.42,deposit,Jones - Lehner
SA774110LJ05050537836349,294.20,withdrawal,Windler - Hand
CZ1220649820710842060051,349.69,invoice,Strosin  Hackett and Jaskolski
FR8303067849388880660223936,325.51,payment,Adams  Bergnaum and Hahn
TL282069068141340050625,30.38,invoice,Marquardt  Stark and Olson
PS521E58590020817099714004238,334.12,payment,Metz and Sons
KZ304054929472411477,651.08,deposit,Klein  Murphy and Sanford
MR3570546027980175365896719,957.67,payment,Kiehn  Braun and Murazik
PL64931706274253989120043069,486.50,withdrawal,Weber  Schuster and Zemlak
BH78LKSLO289919X9A1609,775.69,withdrawal,Shanahan - Morar
KW33ZUYNM9522180L0000383139297,202.83,payment,Price - Gulgowski
LV48VJDJ17947W9998927,682.76,invoice,Kutch and Sons
MC3900584302202HR4842212H70,74.80,payment,Miller Group
IL970200912610010094861,750.57,invoice,Tremblay - Bednar
VG633LHQ9100621200663864,916.87,payment,Kilback - Langosh
AZ46831207579005100847008111,617.71,invoice,Boehm - Schuppe
SA927179EY5452948T6576C8,421.50,payment,Block  Bauch and Douglas
GB02FOVA80698470030231,65.99,deposit,Howell and Sons
KW70PRHHFG2177446JP905B3D2C786,440.46,withdrawal,Sawayn  Schaden and Ebert
PL73090500497959060602005492,606.72,payment,Fisher Group
IT34W01040030850221756Z9871,268.44,deposit,Stanton  Jones and Corwin
CH507626777264552154I,392.15,invoice,Swift  Langworth and Hessel
AT372900661065087188,11.52,withdrawal,Denesik Inc
GE08380792003910920074,541.25,deposit,Weissnat  Schmidt and Cummings
TN9668998409042809650290,528.51,deposit,Beier Inc
PT62497217739005540657574,318.10,deposit,Labadie - Stamm
GT10W261J0I271WF38U604820746,331.05,payment,Raynor LLC
PS6863B6690007009006948043026,683.76,payment,Satterfield Group
BH43NJLJ982574583313N7,118.00,payment,Mertz - White
IL878092175630931904243,546.06,payment,Raynor  Mayer and Schmidt
AZ348LC872308502190040087973,994.72,payment,Grimes - Wiza
FI2210951690024005,2.42,invoice,Beer  Upton and O'Conner
GR89681269626G36385911472M6,856.66,withdrawal,Muller - Feeney
BA216992413044510047,225.17,deposit,Frami  Moore and Smith
XK941003007205008921,157.77,withdrawal,O'Hara Group
PK9489Y29041008021006179,158.36,deposit,Brekke - Wisoky
FO9880520350070098,186.64,payment,Klocko - Rosenbaum
SI09040093002040057,239.40,deposit,Swaniawski LLC
LB13105471X3V0W0R988339029WU,672.38,deposit,Turner  Abshire and Hilpert
KZ81347N237Y648494P4,361.51,deposit,Runte - Littel
BG74RZHW91159214448Q88,72.71,payment,Ritchie  Connelly and Johns
PT36060488186402011182003,208.17,withdrawal,Bogisich Inc
DK1600500103289006,503.04,deposit,Mosciski - Gorczany
EE655758700905070969,540.82,withdrawal,Pollich Inc
BH68UYLU10407D9741W8L8,403.41,deposit,Pollich and Sons
CY65347020872829198O7320H250,979.46,invoice,Mohr LLC
FR2700100488686D91LAU2T0B97,132.58,payment,Brown - Lowe
VG0849020086100904152365,315.57,deposit,Huel and Sons
GI28ZNKE9561B82K98J90Z7,52.50,withdrawal,Blick  Crist and Von
KW05FFGK5646364730433DC06MALWJ,646.60,withdrawal,Mueller - Cummings
IT73L002306700531864432441D,507.55,withdrawal,Ortiz LLC
GI81JVZB288380762RY4828,826.70,deposit,Beier  Kertzmann and Kautzer
PS697377010406009300140904537,282.44,withdrawal,Koelpin - Heidenreich
BG46LMDZ8108213N41CVY3,909.59,withdrawal,McLaughlin and Sons
LI49435323586X30Z8520,359.50,invoice,Ernser - Beatty
LV45EFOW7HH2089383695,992.98,payment,Bergstrom and Sons
RS59097595088078016034,228.13,invoice,Mertz LLC
CZ0584100802420160030663,87.52,withdrawal,Considine - Breitenberg
FO5106630640100322,295.80,withdrawal,Runolfsdottir - Breitenberg
XK176076017006920064,32.60,invoice,Langosh and Sons
CY268300733013524Y4Y17539370,133.12,deposit,Tremblay - Waelchi
VG642QC17350060075265597,644.02,deposit,Cruickshank - Zulauf
LU67729476M0324328Q0,748.01,invoice,Corwin  Blick and Erdman
RS79004390682335200272,354.84,invoice,Blick  Bosco and Stehr
PS08139L087060022000590038494,252.60,payment,Tillman - O'Connell
GR3198080797X4864LE93909771,785.51,withdrawal,Corwin  Hudson and Mueller
GE76876008306800927040,376.14,withdrawal,Weimann LLC
FO6557058063302006,374.55,payment,Terry  Macejkovic and Green
NL26WCAD5640013350,450.60,payment,Roob  Schoen and MacGyver
FR748631600198925J627898A74,672.11,payment,Farrell Group
LT867023250072680963,23.38,invoice,Lesch  Metz and Jones
DE45079500291922620054,669.19,invoice,Gutmann Inc
HR8850322740709400467,193.29,withdrawal,Wehner and Sons
ME53382590090036528059,490.51,deposit,Stokes and Sons
TN6848062261060079040058,998.16,withdrawal,Jakubowski - Bergstrom
MU90YBGW8546860160230104079GRK,930.02,deposit,Haley and Sons
LU63343B01S6I4475542,420.40,deposit,Prosacco Group
PS94G371406780428001373002212,980.72,withdrawal,Hamill LLC
MC673005102021J9Z846S206G62,200.42,payment,Abshire - Mante
IT20T9601892712014Y24X4415I,177.71,withdrawal,Batz and Sons
TR738070176424J62N45I65654,428.48,deposit,Rau - Rogahn
QA21UTZG48925A856056AP1151153,13.50,payment,Graham  Jerde and Kilback
FI5416073100323827,614.20,invoice,Runolfsson  Rolfson and Leannon
TL872040002090440887984,673.30,invoice,Marks - Marks
AE052776000500706634007,519.25,deposit,Homenick - Blanda
KZ913049D56450A7704K,261.33,invoice,Leuschke  Kuhic and Lindgren
CZ7103321503180086540339,375.43,withdrawal,O'Reilly  Schoen and Heaney
NL53JZNW1060600906,966.75,invoice,Metz Inc
PK716Z411068001006713023,894.10,withdrawal,Friesen - Wolf
ME92001006791009200039,351.96,invoice,Rutherford  Armstrong and Kessler
CZ2080020195397262008795,170.81,deposit,Fadel - Runolfsson
LU28005479C432112456,848.95,deposit,Zieme  Lebsack and Okuneva
VG0930470094067790648099,790.03,withdrawal,Farrell  Konopelski and Grimes
DE19124650775740078371,841.84,invoice,Olson Group
PS705X27017026015073311400940,310.73,invoice,Rath and Sons
ES6677400577450413082027,312.63,deposit,Durgan LLC
CH2938006913689B3Y132,28.78,payment,O'Kon  Hickle and Ullrich
DE66410016195006008241,211.28,deposit,Ruecker  Rolfson and Rolfson
MU69GMQR3090098530207374003NLA,825.46,deposit,Hilll LLC
SK0420037700951006440787,648.70,deposit,Haag - Gulgowski
BE10851005177557,337.83,deposit,Herman  Watsica and Littel
NL21MIOV7508706005,237.31,deposit,Thompson - Durgan
RO17NFOG6551J40DW17PW3D8,589.27,withdrawal,Kshlerin Group
RS28914290600700100555,186.41,withdrawal,Harvey LLC
MR5800978400018008470850092,933.15,invoice,Frami - Bode
CH1655595244BY25DL8K8,478.79,deposit,Koss - Hilll
AE891690070600271971293,375.27,withdrawal,Fritsch - Witting
BG63SUXD55405281278380,379.73,invoice,Cormier and Sons
AL1093807543461M145417558727,382.04,withdrawal,Roob  Kiehn and Boyer
RO36WBQUQW08M292F8N63254,858.16,invoice,Parker Inc
AE349972042041306007469,824.56,payment,Langosh  Rowe and Stanton
LU220651DN5M43UA2H65,919.22,withdrawal,Macejkovic  Gottlieb and Kihn
IT86Y00890080090356Q645O415,826.09,deposit,Prohaska  Watsica and Klein
IL885496850105086079009,647.26,payment,O'Kon Inc
MC0258700800375Z8HE2393S632,876.08,withdrawal,Stroman LLC
TN6470006008002497586840,894.19,invoice,D'Amore Inc
IT71O8106720831438269K82064,212.47,invoice,Von - Prosacco
BA549410240703005035,617.77,payment,Moore  Powlowski and Ruecker
SK2914706310014390640033,172.37,invoice,Botsford  Upton and Gulgowski
MD20914A0G66T9EAP7N07781,133.72,invoice,Hodkiewicz  Howell and Spencer
JO07OICH1730500704046000104574,348.14,invoice,Anderson Group
FI5365800208900011,760.93,deposit,Hackett  Hand and Little
AD6776700588531604275577,479.74,payment,Nikolaus  Durgan and Thiel
GL7000756003726041,284.33,payment,Hudson - West
TL060468048010286006012,874.96,payment,Funk - Braun
RS81249080278642106077,596.32,payment,Beahan  Lowe and Macejkovic
GI75FXGS57760A77SA9W594,345.76,invoice,Pfannerstill Inc
AL3786328343D390660X22778V5O,858.83,payment,Dietrich - Mertz
TR620400669IX365X395948293,85.76,withdrawal,Kutch  Hagenes and Vandervort
GB62YSEV00126610040033,157.49,withdrawal,Douglas - Wisozk
KW81UDGR5GT9833160760321Z5P844,197.85,deposit,Donnelly and Sons
PT45034927249982910090388,915.21,withdrawal,Pagac  Schaefer and McGlynn
LT460009268343120026,151.29,payment,Prohaska - Hermiston
PS66H3E4130570639039086500367,372.69,invoice,Blick LLC
NO9060070010495,244.66,deposit,Hudson - Altenwerth
SI80003500352409124,823.94,invoice,O'Keefe  Funk and Purdy
GR05910879386WN638A478A9621,629.59,withdrawal,Schiller  Marvin and Swift
GT8719U957OH77862014V99P793O,4.34,payment,Quitzon  Ziemann and Hilpert
FR35520450051743356EKRR2829,215.33,payment,Nikolaus - Stanton
GI39ACIF65Z5785199G4454,101.21,withdrawal,Swift Inc
PT46098492224080400296116,788.75,withdrawal,Schmitt  Bosco and White
SE5807128006405040085639,386.78,withdrawal,Krajcik - Howell
TL923073701077710050480,8.95,payment,Christiansen LLC
GT662FO11C8269348A9G8N534458,84.59,withdrawal,Schamberger - Grady
MK95424PWM69455S869,695.81,deposit,Wuckert - Gutmann
ES5219007002491808758331,690.21,deposit,Bernier and Sons
GL9286246608477522,157.13,invoice,Ritchie Group
AZ63321007697005005013307666,534.16,deposit,Hickle - Cole
LT124001126400725062,428.27,invoice,Koss - Haley
BE90738000730084,165.97,payment,Nienow  Fahey and Deckow
AD830096012982808J929944,31.62,invoice,Predovic  King and Lesch
EE364026677598106052,626.01,invoice,Dare  Breitenberg and Bauch
SE2239800384309263001084,249.16,deposit,Zieme  Quigley and Hessel
AL8384423021A06IV27201377302,38.70,deposit,Durgan LLC
SE7781146659850080056007,264.70,payment,Koch  Gaylord and Conn
GE20575039116660060696,849.22,payment,Vandervort and Sons
SM47P6270230074J3D66Z2275L3,493.01,deposit,Harris  Gusikowski and McDermott
RS13007900409651566127,267.65,invoice,Terry  Labadie and Gottlieb
LV41VLDH2756382826J31,894.92,invoice,Lemke  Jones and Kihn
TN4212698005007468100883,366.82,payment,Schinner  Abbott and Stamm
JO41IMQT0049078801610542800144,978.47,deposit,Trantow  Rutherford and Fay
GB58LIRT85728653153008,531.85,deposit,Stiedemann  Gottlieb and Grimes
IL680547203247310802049,808.21,payment,Crooks  Corkery and Howell
FI2606500967003664,269.68,payment,Hettinger and Sons
RS91864800122451210017,961.63,payment,Bashirian - Luettgen
EE173252007667004797,33.33,invoice,Oberbrunner - Kessler
CH0600595596X21898325,843.70,deposit,Berge  Terry and Medhurst
ME53005600183895070611,781.20,invoice,Kovacek  Purdy and Ryan
NO5983087400819,265.46,withdrawal,Koss - Nitzsche
BH52HDUJ41947729A2968V,306.63,withdrawal,Bernhard Inc
ME49226047380100121003,599.13,deposit,Wiegand  Willms and Greenholt
AE252186100270063809485,935.35,withdrawal,Parisian - Littel
MR5220230500110030008460053,392.15,deposit,Heaney - Kerluke
MU13FALS6745910997053004091WED,781.26,payment,Zieme  Sawayn and Beier
IE11839960003220021042,822.14,invoice,Dietrich - Bergnaum
FO6163080083945152,136.13,payment,Kuphal LLC
MC6701300548595344N98517200,675.78,withdrawal,Mueller - Runolfsson
PL15900283504645250300203669,249.15,invoice,Beahan and Sons
AD7710076686470R69026323,532.49,withdrawal,Bogisich LLC
PS8042O1700606242809009500966,572.94,withdrawal,Towne  Sauer and Welch
SK2200601009590012620083,285.60,withdrawal,Macejkovic  Zboncak and Lockman
BA296900306005647719,838.75,withdrawal,Kiehn - Murazik
TR5200618PY197051I12498O8P,25.99,withdrawal,D'Amore - Stamm
CH73094226G001R243657,919.68,deposit,McClure  Cummings and Fahey
PT09809037172440070803820,58.02,payment,Robel Group
CR2293422031006090387,37.88,invoice,Ritchie Group
FI5300191900303786,42.90,deposit,Bartell  Waelchi and Hettinger
BH97XJLCT9Z4641806643V,390.72,deposit,Prohaska - Eichmann
TL898984052288021321857,666.89,withdrawal,Gorczany  Okuneva and Rohan
GR13740085125PW27531J67S607,504.28,withdrawal,Tremblay - Hauck
IS810018960004001511585005,315.71,deposit,Okuneva and Sons
IT28B7060022672Z613XF592188,781.70,withdrawal,Lowe Group
NL91XNWD4040864846,797.36,invoice,Crona - Grimes
DE89400260012004090429,426.21,invoice,Heaney and Sons
IL236770127583006104077,836.40,deposit,Walker  Lesch and Sawayn
CH148395691WU4C329G28,133.54,deposit,Haag - Reilly
SK8300200477720570200033,532.59,invoice,Rutherford LLC
GR7330030820311H65958077W48,781.54,invoice,Mayer Group
IE30618380064931331023,912.86,invoice,Bernier - Abernathy
RS23778003200660065664,293.87,invoice,Nader  Marks and Reilly
MK08913656928368H48,56.21,deposit,Goldner  Douglas and Hahn
LV15DQVRQA49L14U6L501,936.53,invoice,Schultz - Davis
DE88040854310080091050,420.53,invoice,Raynor - Haag
CR8505900019849437773,738.21,withdrawal,Quitzon - Nolan
RO51FHVQ8B0R0968444M2536,962.24,invoice,Kilback LLC
GE97190049342004760022,670.51,withdrawal,Gorczany Inc
JO58MUCK8110020370081001096070,639.67,deposit,Ritchie LLC
GB76KMTX67003050027056,2.65,payment,Howe  Hackett and Rolfson
IS688920512175372003008306,9.99,payment,Moore LLC
TL584874151405007305009,949.34,invoice,Cassin  Blick and Runolfsson
LU950046839KP332927R,465.55,deposit,Goldner - Kiehn
PS940397089615726994005500100,159.78,deposit,Kerluke  Rolfson and Mraz
PL48120770095745050799600840,526.66,deposit,Schimmel  Bednar and Miller
PL17070691476945753100210690,204.28,payment,Romaguera LLC
NO7776040177738,374.53,withdrawal,Harber LLC
XK810945250088956776,1.73,deposit,Armstrong  Cremin and Walker
KZ2600560E7KF46881J4,549.07,invoice,Beahan Group
ME74114300213320900418,275.49,deposit,Koch Inc
ME61440804004500960319,153.06,payment,Gaylord  Zulauf and Pollich
GT62718963K7Z1620A286891Z844,134.05,invoice,Stiedemann LLC
GE32140054919402908301,688.26,payment,Bogan and Sons
HR8264320028900550046,906.65,withdrawal,Ruecker - Mayer
SA8791550P7D94P1133F0257,293.67,deposit,Will  Howell and Nolan
JO13MAHO8081920389200909080034,128.10,withdrawal,Thompson - Kunde
QA42OUYG95283179E384865706707,222.75,invoice,Monahan  Hahn and Kuphal
XK891843200110760160,92.59,payment,Pfeffer Inc
TL078300010080070047003,999.29,withdrawal,Morissette  Olson and Powlowski
PL64700060289050096022414690,130.58,deposit,Abernathy Inc
IS380044421674308700050690,267.74,deposit,Shanahan - Flatley
MR5650529034205568006857010,634.68,invoice,Kirlin - Hahn
DE30007471530595000746,135.72,deposit,Steuber - Grant
IS140705210022073268800845,901.09,withdrawal,Mosciski - Rowe
QA39UIZN920C2E795918591066462,131.89,invoice,Goyette  Bailey and Wilderman
GR260334544175970564V164SEK,156.75,withdrawal,Wilkinson  Pouros and Bradtke
PK772U020900392550018070,877.43,invoice,Gutkowski - Lehner
AZ146V1443005721008109007631,437.28,withdrawal,Reichel - Smith
BG24QOGV0600982L4XN546,762.00,payment,Keebler - Reichert
CZ4502875600474222990693,891.25,payment,Kessler LLC
SI88900328131350725,840.33,deposit,Stanton Group
IS058106380056401051140285,177.51,invoice,Howell - Bode
LI2720929SO13D27L0119,335.78,payment,Reynolds - Jacobs
GT424944225QX2MB112664107283,528.20,invoice,Steuber - Lockman
IL473360713347788003536,750.50,withdrawal,Larson  Schroeder and Eichmann
SE9499750049002321003405,794.01,deposit,Heathcote  Rutherford and Schuster
RS39832040040436899606,15.14,deposit,Stoltenberg - Bartoletti
CZ0708430512694003089097,1.72,deposit,Williamson LLC
TR6907096G5507O9436D735011,734.99,payment,Maggio Group
AE191546006510751719551,445.70,deposit,Lebsack LLC
IT36D0370711289R8592075S720,849.19,invoice,Treutel and Sons
PT35878080328605072003096,186.03,deposit,Cummerata  O'Kon and Ortiz
GL6703934300164794,768.73,withdrawal,Zulauf - Schmidt
BR9109480110060566006572046Y0,197.17,invoice,Lang and Sons
KZ177082H77S843W0063,9.20,deposit,Kautzer Group
PL31006135153200090010432675,390.46,withdrawal,Lebsack and Sons
PS722610304009989670810970389,879.43,invoice,Haag - Kerluke
TN7006059100712201600917,740.33,invoice,Spinka  Stroman and Wiza
DO71KGQT27350014520649060855,480.41,payment,Friesen LLC
PT09880030033694407312992,247.66,deposit,Robel  Fisher and Kuvalis
GR6230063317611784444158N1O,239.59,invoice,Mitchell - Klocko
CY0800221008947N2G7N36H82326,332.39,deposit,Hettinger Inc
TR3790022275922T97R9323718,500.68,payment,Howe - Stehr
ME21009609933430310006,230.48,payment,Bogan Inc
LU46018965EN2SB1C799,976.59,invoice,Beatty Inc
PL77094006973008094679005147,186.29,payment,Lindgren - Macejkovic
VG2386985334040040400130,460.43,withdrawal,Hills Inc
AE889838540610339038006,74.43,withdrawal,Volkman  Kilback and Schamberger
AE198518003721092626682,558.50,deposit,Legros - Veum
LB46639390367708221308M7420M,893.63,withdrawal,Rath - Hettinger
GB34VNKM08001908003451,512.51,deposit,Gleason - Emmerich
BA980068553984059003,678.82,payment,Reynolds  Stoltenberg and Harris
AZ730S2L14707006630748320780,142.60,withdrawal,Walsh - Ziemann
KW10EFJU4310948855916Z10422578,339.40,invoice,Goldner LLC
SA1276V1808R16O670U65589,792.00,deposit,Legros - Stehr
KZ571557413IQ60I4592,283.19,invoice,Denesik - Bode
